IN,year,expenditures,income,income_log,contributions,dfpa,djpa,founded,age_log,development,education,environment,humanitarian,health,numpart,numpart_log,depth,breadth,partnerships,agreements,monitoring,capacity,design,implementation,financial,un_system,wb_group,scope,ppp,gdp_ratio,memnum_log,idealpoint,pol_avg,geo_hhi,aus_results,aus_multi,aus_strategic,aus_cost,den_eff,den_innov,den_risk,den_comp,den_reform,den_fin,den_cont,mop_off,mop_scci,mop_ra,mop_cets,mop_rf,mop_ar,mop_rde,mop_sr,mop_pdr,mop_ctfr,mop_cpfr,mop_rad,mop_lamp,mop_fa,mop_upi,mop_mhr,mop_pop,mop_exr,mop_ppi,mop_dll,net_strategy,net_governance,net_hrm,net_financial,net_results,net_focus,swe_internal,swe_external,uk_critint,uk_results,uk_cost,uk_poor,uk_strategic,uk_financial,uk_comp,uk_geo,uk_hr,uk_risk,uk_fraud,uk_efficiency,aus_pi,mop_pi,den_pi,net_pi,uk_pi,swe_pi,avg_pi,time_trend,time_trend2,income_log,expenditures_lag,income_lag,contributions_lag,dfpa_lag,djpa_lag,founded_lag,age_log_lag,development_lag,education_lag,environment_lag,humanitarian_lag,health_lag,numpart_lag,numpart_log_lag,depth_lag,breadth_lag,partnerships_lag,agreements_lag,monitoring_lag,capacity_lag,design_lag,implementation_lag,financial_lag,un_system_lag,wb_group_lag,scope_lag,ppp_lag,gdp_ratio_lag,memnum_log_lag,IdealPoint_lag,pol_avg_lag,geo_hhi_lag
CIFS,2011,1134.787936,1714.151064,7.446673231,513.134994,3.700647741,3,2008,1.386294361,0,0,1,0,0,6,1.945910149,1,0.25,0.486477537,0,0,0,0,0,1,0,0,1,0,0.204954215,5.220355825,0.708112248,4.329032258,1274.304797,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,3,3,3,3,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.845118695,NA,0.845118695,4,16,7.446673231,680.689463,1203.791815,530.390677,3.559399997,3,2008,1.098612289,0,0,1,0,0,6,1.945910149,1,0.25,0.486477537,0,0,0,0,0,1,0,0,1,0,0.216777864,5.220355825,0.724323523,4.070512821,1274.304797
CIFS,2012,725.453767,670.712417,6.508340456,262.162947,3.609127637,3,2008,1.609437912,0,0,1,0,0,6,1.945910149,1,0.25,0.486477537,0,0,0,0,0,1,0,0,1,0,0.202371252,5.220355825,0.710293381,4.251612903,1274.304797,2,3,3,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.396590024,NA,NA,NA,NA,NA,0.396590024,5,25,6.508340456,1134.787936,1714.151064,513.134994,3.700647741,3,2008,1.386294361,0,0,1,0,0,6,1.945910149,1,0.25,0.486477537,0,0,0,0,0,1,0,0,1,0,0.204954215,5.220355825,0.708112248,4.329032258,1274.304797
CIFS,2013,1475.655386,672.540278,6.511062003,156.108648,3.767882084,3,2008,1.791759469,0,0,1,0,0,6,1.945910149,1,0.25,0.486477537,0,0,0,0,0,1,0,0,1,0,0.203701761,5.225746674,0.726976233,4.403846154,1289.506173,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,3,3,4,3,4,NA,NA,3,3,3,3,3,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.832832795,0.845118695,NA,0.838975745,6,36,6.511062003,725.453767,670.712417,262.162947,3.609127637,3,2008,1.609437912,0,0,1,0,0,6,1.945910149,1,0.25,0.486477537,0,0,0,0,0,1,0,0,1,0,0.202371252,5.220355825,0.710293381,4.251612903,1274.304797
CIFS,2016,886.768445,819.910862,6.709195629,735.016898,3.10354048,3,2008,2.197224577,0,0,1,0,0,6,1.945910149,1,0.25,0.486477537,0,0,0,0,0,1,0,0,1,0,0.209234365,5.231108617,0.73458542,4.401273885,1278.044016,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3.5,2.5,2.5,NA,NA,NA,3,3,2,2.5,3.5,2.5,NA,NA,NA,NA,-0.183268168,NA,-0.183268168,9,81,6.709195629,796.574879,667.551665,618.709419,3.073166241,3,2008,2.079441542,0,0,1,0,0,6,1.945910149,1,0.25,0.486477537,0,0,0,0,0,1,0,0,1,0,0.20973258,5.225746674,0.740901234,4.452229299,1289.506173
COMSEC,2011,90.78984168,96.216755,4.566603511,78.68332386,1.18222846,3,1965,3.850147602,1,1,1,0,0,75,4.33073334,1,0.25,1.082683335,1,0,1,0,0,0,0,0,1,0,0.566048244,3.951243719,0.414770211,5,2241.445598,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,2,1,1,2,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-2.825013964,NA,-2.825013964,4,16,4.566603511,72.89451681,84.80563383,73.92229985,1.128332677,3,1965,3.828641396,1,1,1,0,0,75,4.33073334,1,0.25,1.082683335,1,0,1,0,0,0,0,0,1,0,0.604201448,3.931825633,0.434280455,4.914285714,2232
COMSEC,2012,101.1342792,97.86627168,4.583601972,79.65976807,1.186034507,3,1965,3.871201011,1,1,1,0,0,75,4.33073334,1,0.25,1.082683335,1,0,1,0,0,0,0,0,1,0,0.641596207,3.931825633,0.410561372,4.942857143,2232,1,2,2,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-2.090987398,NA,NA,NA,NA,NA,-2.090987398,5,25,4.583601972,90.78984168,96.216755,78.68332386,1.18222846,3,1965,3.850147602,1,1,1,0,0,75,4.33073334,1,0.25,1.082683335,1,0,1,0,0,0,0,0,1,0,0.566048244,3.951243719,0.414770211,5,2241.445598
COMSEC,2013,79.70205181,91.34008978,4.514589791,75.41217626,1.174380314,3,1965,3.891820298,1,1,1,0,0,75,4.33073334,1,0.25,1.082683335,1,0,1,0,0,0,0,0,1,0,0.640388954,3.912023005,0.426993194,5.294117647,2169.929196,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,2,1,1,2,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-2.500217614,NA,-2.500217614,6,36,4.514589791,101.1342792,97.86627168,79.65976807,1.186034507,3,1965,3.871201011,1,1,1,0,0,75,4.33073334,1,0.25,1.082683335,1,0,1,0,0,0,0,0,1,0,0.641596207,3.931825633,0.410561372,4.942857143,2232
COMSEC,2016,55.39370842,63.78284765,4.155484309,50.89583443,1.202045122,3,1965,3.951243719,1,1,1,0,0,75,4.33073334,1,0.25,1.082683335,1,0,1,0,0,0,0,0,1,0,0.695451929,3.891820298,0.367175866,5.588235294,2222.222222,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.5,2,2,NA,NA,NA,2,2.5,2,2.5,2.5,2.5,NA,NA,NA,NA,-2.115215113,NA,-2.115215113,9,81,4.155484309,69.94820157,75.14387069,62.4773795,1.168563198,3,1965,3.931825633,1,1,1,0,0,75,4.33073334,1,0.25,1.082683335,1,0,1,0,0,0,0,0,1,0,0.616455154,3.931825633,0.38035323,5.771428571,2184
EBRD,2011,1569.126563,1891.676958,7.545218994,283.4650584,3.728815156,5,1991,3.044522438,1,0,0,0,0,16,2.833213344,1,0.5,1.416606672,0,0,1,1,1,1,0,0,2,0,0.470117135,4.094344562,0.535475235,6.894736842,1240.381656,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,4,4,4,4,3,NA,NA,3,3,4,1,4,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,2.894464428,0.449512884,NA,1.671988656,4,16,7.545218994,977.6428282,2729.160932,247.1271998,4.306593401,5,1991,2.995732274,1,0,0,0,0,16,2.833213344,1,0.5,1.416606672,0,0,1,1,1,1,0,0,2,0,0.501436397,4.060443011,0.521550747,6.781818182,1371.900826
EBRD,2013,1343.743606,2896.682837,7.971321512,483.1028644,3.759771837,5,1991,3.135494216,1,0,0,0,0,16,2.833213344,1,0.5,1.416606672,0,0,1,1,1,1,0,0,2,0,0.488268626,4.077537444,0.62615723,6.910714286,1275.510204,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,4,3,4,3,3,NA,NA,3,3,4,1,4,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.380690406,0.449512884,NA,0.915101645,6,36,7.971321512,1189.844852,2949.270513,605.0411385,3.727062656,5,1991,3.091042453,1,0,0,0,0,16,2.833213344,1,0.5,1.416606672,0,0,1,1,1,1,0,0,2,0,0.480147741,4.077537444,0.552836084,6.875,1275.510204
EBRD,2015,1868.933655,3275.822662,8.094324311,389.6735908,3.84772154,5,1991,3.218875825,1,0,0,0,0,17,2.890371758,1,0.5,1.445185879,0,0,1,1,1,1,0,0,2,0,0.489357261,4.094344562,0.643011557,6.824561404,1271.160357,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4,3,3,3,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.846415246,NA,NA,0.846415246,8,64,8.094324311,2615.413385,1984.454881,412.5466609,3.386028941,5,1991,3.17805383,1,0,0,0,0,16,2.833213344,1,0.5,1.416606672,0,0,1,1,1,1,0,0,2,0,0.495757623,4.077537444,0.639593398,6.785714286,1339.285714
EBRD,2016,891.259985,2427.552285,7.794638739,473.51475,3.757163705,5,1991,3.258096538,1,0,0,0,0,18,2.944438979,1,0.5,1.47221949,0,0,1,1,1,1,0,0,2,0,0.336554629,4.094344562,0.638380349,6.350877193,1252.693136,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,2.5,3,NA,NA,NA,3.5,3,3.5,3.5,4,3,NA,NA,NA,NA,0.987342629,NA,0.987342629,9,81,7.794638739,1868.933655,3275.822662,389.6735908,3.84772154,5,1991,3.218875825,1,0,0,0,0,17,2.890371758,1,0.5,1.445185879,0,0,1,1,1,1,0,0,2,0,0.489357261,4.094344562,0.643011557,6.824561404,1271.160357
EBRD,2017,934.6920998,1980.971318,7.591342568,1139.868414,3.535643788,5,1991,3.295836866,1,0,0,0,0,18,2.944438979,1,0.5,1.47221949,0,0,1,1,1,1,0,0,2,0,0.329814144,4.110873864,0.666415391,6.362068966,1248.513674,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,3,3,4,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.129989273,NA,NA,0.129989273,10,100,7.591342568,891.259985,2427.552285,473.51475,3.757163705,5,1991,3.258096538,1,0,0,0,0,18,2.944438979,1,0.5,1.47221949,0,0,1,1,1,1,0,0,2,0,0.336554629,4.094344562,0.638380349,6.350877193,1252.693136
EDF,2011,3624.6323,4333.4896,8.374128409,4205.1955,2.529605263,2.25,1959,3.970291914,1,0,0,0,0,2,1.098612289,1,0.25,0.274653072,0,0,0,1,0,1,0,0,1,0,0.240403101,3.295836866,0.028870296,9.653846154,2396.449704,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4,3,3,3,2,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.8846473,NA,0.8846473,4,16,8.374128409,4020.573,4985.51052,4670.565635,2.563172043,2.25,1959,3.951243719,1,0,0,0,0,2,1.098612289,1,0.25,0.274653072,0,0,0,1,0,1,0,0,1,0,0.233815874,3.295836866,0.114399568,9.653846154,2396.449704
EDF,2013,4400.099562,4273.359061,8.360155462,4103.912522,2.539651838,2.25,1959,4.007333185,1,0,0,0,0,2,1.098612289,1,0.25,0.274653072,0,0,0,1,0,1,0,0,1,0,0.238378841,3.33220451,0.039019228,9.62962963,2400.548697,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4,3,3,3,2,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.8846473,NA,0.8846473,6,36,8.360155462,4147.88842,3624.458127,3460.968564,2.545107312,2.25,1959,3.988984047,1,0,0,0,0,2,1.098612289,1,0.25,0.274653072,0,0,0,1,0,1,0,0,1,0,0.240698652,3.295836866,0.043039753,9.653846154,2396.449704
EDF,2016,3310.39423,3707.094365,8.218003659,3630.27975,2.520720976,2.25,1959,4.060443011,1,0,0,0,0,2,1.098612289,1,0.25,0.274653072,0,0,0,1,0,1,0,0,1,0,0.238464939,3.33220451,0.062561801,9.555555556,2400.548697,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4,2.5,2.5,NA,NA,NA,4,3.5,2.5,2.5,2.5,2.5,NA,NA,NA,NA,0.407548283,NA,0.407548283,9,81,8.218003659,3577.260069,3669.625533,3517.494181,2.541456914,2.25,1959,4.043051268,1,0,0,0,0,2,1.098612289,1,0.25,0.274653072,0,0,0,1,0,1,0,0,1,0,0.238117401,3.33220451,0.060032154,9.62962963,2400.548697
EFW,2011,68.937309,49.173053,3.89534577,48.833448,2.006906323,1,2008,1.386294361,1,0,0,0,0,2,1.098612289,1,0.25,0.274653072,0,0,0,0,0,1,1,0,1,0,0.204811199,5.247024072,0.76547736,4.171974522,1267.202337,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,2,2,3,2,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-0.267898714,NA,-0.267898714,4,16,3.89534577,83.9465,36.023233,35.739003,2.007890186,1,2008,1.098612289,1,0,0,0,0,2,1.098612289,1,0.25,0.274653072,0,0,0,0,0,1,1,0,1,0,0.216628484,5.247024072,0.778638855,3.917721519,1245.580716
EFW,2013,0.279148,0.001097,-6.815176098,0,3,1,2008,1.791759469,1,0,0,0,0,2,1.098612289,1,0.25,0.274653072,0,0,0,0,0,1,1,0,1,0,0.203514919,5.247024072,0.753945283,4.299363057,1267.202337,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,2,2,3,2,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-0.267898714,NA,-0.267898714,6,36,-6.815176098,47.795838,35.88951,35.79654,2.002590451,1,2008,1.609437912,1,0,0,0,0,2,1.098612289,1,0.25,0.274653072,0,0,0,0,0,1,1,0,1,0,0.202209773,5.241747015,0.740777439,4.147435897,1228.733459
FAO,2008,1094.5315,1106.8195,7.009245866,1105.6195,1.16647495,5,1945,4.158883083,0,0,0,0,0,33,3.526360525,0.424242424,0.75,1.122023803,1,1,1,0,0,0,1,0,2,0,0.235376418,5.236441963,0.714508426,3.923076923,1275.602088,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-1.339991214,-1.339991214,1,1,7.009245866,887.298,937.2025,868.4765,1.182630009,5,1945,4.143134726,0,0,0,0,0,33,3.526360525,0.424242424,0.75,1.122023803,1,1,1,0,0,0,1,0,2,0,0.249700477,5.236441963,0.688001331,3.833333333,1275.602088
FAO,2010,1368.2805,1418.5105,7.257362656,1391.943,1.177569657,5,1945,4.189654742,0,0,0,0,0,33,3.526360525,0.424242424,0.75,1.122023803,1,1,1,0,0,0,1,0,2,0,0.215120438,5.236441963,0.781378638,3.961783439,1275.602088,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-1.339991214,-1.339991214,3,9,7.257362656,1094.5315,1106.8195,1105.6195,1.16647495,5,1945,4.17438727,0,0,0,0,0,33,3.526360525,0.424242424,0.75,1.122023803,1,1,1,0,0,0,1,0,2,0,0.22895932,5.236441963,0.74423235,3.91025641,1275.602088
FAO,2011,1368.2805,1418.5105,7.257362656,1391.943,1.177569657,5,1945,4.204692619,0,0,0,0,0,34,3.555348061,0.411764706,0.75,1.097975137,1,1,1,0,0,0,1,0,2,0,0.203519357,5.236441963,0.76625406,4.217948718,1275.602088,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4.895,3.33,4.185,3.37,3.635,4.4,3.87,3.695,3.95,3.995,3.34,3.84,3,1,3,2,1,3,2,3,2,2,2,2,2,2,NA,NA,NA,NA,NA,NA,NA,-1.376014424,NA,-5.099622498,-1.560095787,-1.339991214,-2.343930981,4,16,7.257362656,1368.2805,1418.5105,1391.943,1.177569657,5,1945,4.189654742,0,0,0,0,0,33,3.526360525,0.424242424,0.75,1.122023803,1,1,1,0,0,0,1,0,2,0,0.215120438,5.236441963,0.781378638,3.961783439,1275.602088
FAO,2012,1242.452,1295.5525,7.166692524,1253.9345,1.219589727,5,1945,4.219507705,0,0,0,0,0,36,3.610917913,0.388888889,0.75,1.053184391,1,1,1,0,0,0,1,0,2,0,0.200961234,5.231108617,0.743129271,4.193548387,1261.111111,2,3,1,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-1.384497007,NA,NA,NA,NA,NA,-1.384497007,5,25,7.166692524,1368.2805,1418.5105,1391.943,1.177569657,5,1945,4.204692619,0,0,0,0,0,34,3.555348061,0.411764706,0.75,1.097975137,1,1,1,0,0,0,1,0,2,0,0.203519357,5.236441963,0.76625406,4.217948718,1275.602088
FAO,2013,1242.452,1295.5525,7.166692524,1253.9345,1.219589727,5,1945,4.234106505,0,0,0,0,0,36,3.610917913,0.388888889,0.75,1.053184391,1,1,1,0,0,0,1,0,2,0,0.201160758,5.252273428,0.749299519,4.253164557,1274.220227,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,3,3,3,2,3,NA,NA,2,2,2,2,2,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,-1.382244677,-1.560095787,NA,-1.471170232,6,36,7.166692524,1242.452,1295.5525,1253.9345,1.219589727,5,1945,4.219507705,0,0,0,0,0,36,3.610917913,0.388888889,0.75,1.053184391,1,1,1,0,0,0,1,0,2,0,0.200961234,5.231108617,0.743129271,4.193548387,1261.111111
FAO,2014,1314.589,1572.735,7.360571421,1499.53,1.2175999,5,1945,4.248495242,0,0,0,0,0,37,3.63758616,0.378378378,0.75,1.032287964,1,1,1,0,0,0,1,0,2,0,0.203335486,5.252273428,0.745483988,4.201257862,1274.220227,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4.475,4.34,5,3.98,3.73,4.66,4.465,3.48,4,4.685,3.985,4.105,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.08954494,NA,NA,NA,NA,0.08954494,7,49,7.360571421,1242.452,1295.5525,1253.9345,1.219589727,5,1945,4.234106505,0,0,0,0,0,36,3.610917913,0.388888889,0.75,1.053184391,1,1,1,0,0,0,1,0,2,0,0.201160758,5.252273428,0.749299519,4.253164557,1274.220227
FAO,2015,1330.887,1474.187,7.29586193,1399.428,1.234001192,5,1945,4.262679877,0,0,0,0,0,37,3.63758616,0.378378378,0.75,1.032287964,1,1,1,0,0,0,1,0,2,0,0.207018161,5.252273428,0.750863668,4.301886792,1274.220227,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,4,3,3,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.179031707,NA,NA,0.179031707,8,64,7.29586193,1314.589,1572.735,1499.53,1.2175999,5,1945,4.248495242,0,0,0,0,0,37,3.63758616,0.378378378,0.75,1.032287964,1,1,1,0,0,0,1,0,2,0,0.203335486,5.252273428,0.745483988,4.201257862,1274.220227
FAO,2016,1286.206,1459.454,7.285817672,1385.174,1.264948277,5,1945,4.276666119,0,0,0,0,0,38,3.663561646,0.368421053,0.75,1.012299929,1,1,1,0,0,0,1,0,2,0,0.206585327,5.252273428,0.741944118,4.251572327,1274.220227,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,2.5,3,NA,NA,NA,3,2.5,2.5,3,3,2.5,NA,NA,NA,NA,-0.272478172,NA,-0.272478172,9,81,7.285817672,1330.887,1474.187,1399.428,1.234001192,5,1945,4.262679877,0,0,0,0,0,37,3.63758616,0.378378378,0.75,1.032287964,1,1,1,0,0,0,1,0,2,0,0.207018161,5.252273428,0.750863668,4.301886792,1274.220227
FAO,2017,1444.824,1696.455,7.436296059,1535.053,1.288293689,5,1945,4.290459441,0,0,0,0,0,40,3.713572067,0.35,0.75,0.974812668,1,1,1,0,0,0,1,0,2,0,0.202869221,5.252273428,0.718510531,4.232704403,1274.220227,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,3,3,3,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-0.247094619,NA,NA,-0.247094619,10,100,7.436296059,1286.206,1459.454,1385.174,1.264948277,5,1945,4.276666119,0,0,0,0,0,38,3.663561646,0.368421053,0.75,1.012299929,1,1,1,0,0,0,1,0,2,0,0.206585327,5.252273428,0.741944118,4.251572327,1274.220227
FAO,2018,1490.09,1663.918,7.416930341,1548.566,1.264990424,5,1945,4.304065093,0,0,0,0,0,40,3.713572067,0.35,0.75,0.974812668,1,1,1,0,0,0,1,0,2,0,0.203453003,5.252273428,0.696678063,4.163522013,1274.220227,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3.04,2.54,2.85,3.08,2.56,2.13,2,2.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-0.252504012,NA,NA,NA,NA,-0.252504012,11,121,7.416930341,1444.824,1696.455,1535.053,1.288293689,5,1945,4.290459441,0,0,0,0,0,40,3.713572067,0.35,0.75,0.974812668,1,1,1,0,0,0,1,0,2,0,0.202869221,5.252273428,0.718510531,4.232704403,1274.220227
GAVI,2011,2373.84,3744.69,8.228094115,1226.5,3.868111205,2,2000,2.48490665,0,0,0,0,1,67,4.219507705,1,0.75,3.164630779,0,0,0,0,0,1,0,0,1,1,0.329564472,4.532599493,0.699916392,3.776470588,2177.777778,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4,3,3,3,3,4,6,6,4,3,4,4,3,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.896127323,2.186741307,3.652986361,2.245284997,4,16,8.228094115,1836.4,1889.62,695.5,3.667484094,2,2000,2.397895273,0,0,0,0,1,67,4.219507705,1,0.75,3.164630779,0,0,0,0,0,1,0,0,1,1,0.388642278,4.49980967,0.70268025,3.506024096,2202.404545
GAVI,2012,2640.4,2701.5,7.901562453,1231.6,3.580487144,2,2000,2.564949357,0,0,0,0,1,69,4.248495242,1,0.75,3.186371432,0,0,0,0,0,1,0,0,1,1,0.329024669,4.510859507,0.702351056,3.722891566,2161.673554,4,3,3,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4.685,4.76,4.22,4.87,3.835,4.815,4.59,4.29,4.2,4.57,4.19,4.575,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.404736232,0.756332118,NA,NA,NA,NA,1.080534175,5,25,7.901562453,2373.84,3744.69,1226.5,3.868111205,2,2000,2.48490665,0,0,0,0,1,67,4.219507705,1,0.75,3.164630779,0,0,0,0,0,1,0,0,1,1,0.329564472,4.532599493,0.699916392,3.776470588,2177.777778
