IN,year,expenditures,income,income_log,contributions,dfpa,djpa,founded,age_log,development,education,environment,humanitarian,health,numpart,numpart_log,depth,breadth,partnerships,agreements,monitoring,capacity,design,implementation,financial,un_system,wb_group,scope,ppp,gdp_ratio,memnum_log,idealpoint,pol_avg,geo_hhi,aus_results,aus_multi,aus_strategic,aus_cost,den_eff,den_innov,den_risk,den_comp,den_reform,den_fin,den_cont,mop_off,mop_scci,mop_ra,mop_cets,mop_rf,mop_ar,mop_rde,mop_sr,mop_pdr,mop_ctfr,mop_cpfr,mop_rad,mop_lamp,mop_fa,mop_upi,mop_mhr,mop_pop,mop_exr,mop_ppi,mop_dll,net_strategy,net_governance,net_hrm,net_financial,net_results,net_focus,swe_internal,swe_external,uk_critint,uk_results,uk_cost,uk_poor,uk_strategic,uk_financial,uk_comp,uk_geo,uk_hr,uk_risk,uk_fraud,uk_efficiency,aus_pi,mop_pi,den_pi,net_pi,uk_pi,swe_pi,avg_pi,time_trend,time_trend2,income_log,expenditures_lag,income_lag,contributions_lag,dfpa_lag,djpa_lag,founded_lag,age_log_lag,development_lag,education_lag,environment_lag,humanitarian_lag,health_lag,numpart_lag,numpart_log_lag,depth_lag,breadth_lag,partnerships_lag,agreements_lag,monitoring_lag,capacity_lag,design_lag,implementation_lag,financial_lag,un_system_lag,wb_group_lag,scope_lag,ppp_lag,gdp_ratio_lag,memnum_log_lag,IdealPoint_lag,pol_avg_lag,geo_hhi_lag
GAVI,2013,2745.39,1741.09,7.462266633,1721.9,3.12883633,2,2000,2.63905733,0,0,0,0,1,70,4.262679877,1,0.75,3.197009908,0,0,0,0,0,1,0,0,1,1,0.328436384,4.521788577,0.78194194,3.916666667,2210.579472,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4,3,3,3,3,4,NA,NA,4,3,4,4,3,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.896127323,2.186741307,NA,1.541434315,6,36,7.462266633,2640.4,2701.5,1231.6,3.580487144,2,2000,2.564949357,0,0,0,0,1,69,4.248495242,1,0.75,3.186371432,0,0,0,0,0,1,0,0,1,1,0.329024669,4.510859507,0.702351056,3.722891566,2161.673554
GAVI,2015,3001.87,5723.49,8.652334038,1532.1,4.084859292,2,2000,2.772588722,0,0,0,0,1,72,4.290459441,1,0.75,3.217844581,0,0,0,0,0,1,0,0,1,1,0.323781414,4.532599493,0.770874077,3.953488372,2088.888889,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4,4,4,3,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.549854642,NA,NA,1.549854642,8,64,8.652334038,2922.31,2656.47,1449.5,3.626515377,2,2000,2.708050201,0,0,0,0,1,70,4.262679877,1,0.75,3.197009908,0,0,0,0,0,1,0,0,1,1,0.329074128,4.521788577,0.786925921,3.905882353,2210.579472
GAVI,2016,3456.49,3265.9,8.091290655,1768.8,3.48081658,2,2000,2.833213344,0,0,0,0,1,75,4.33073334,1,0.75,3.248050005,0,0,0,0,0,1,0,0,1,1,0.322008289,4.543294782,0.779170043,3.965116279,2051.684579,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3.53,2.11,3.45,3.15,3.12,2.333333333,2.5,2.833333333,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3.5,3.5,4,NA,NA,NA,4,4,3,3,2.5,3.5,NA,0.670427956,NA,NA,1.879173416,NA,1.274800686,9,81,8.091290655,3001.87,5723.49,1532.1,4.084859292,2,2000,2.772588722,0,0,0,0,1,72,4.290459441,1,0.75,3.217844581,0,0,0,0,0,1,0,0,1,1,0.323781414,4.532599493,0.770874077,3.953488372,2088.888889
GAVI,2017,3032.62,2513.13,7.829284267,1578.8,3.490746844,2,2000,2.890371758,0,0,0,0,1,78,4.369447852,1,0.75,3.277085889,0,0,0,0,0,1,0,0,1,1,0.316101645,4.543294782,0.787369782,4.011627907,2051.684579,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4,4,3,3,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.272541572,NA,NA,1.272541572,10,100,7.829284267,3456.49,3265.9,1768.8,3.48081658,2,2000,2.833213344,0,0,0,0,1,75,4.33073334,1,0.75,3.248050005,0,0,0,0,0,1,0,0,1,1,0.322008289,4.543294782,0.779170043,3.965116279,2051.684579
GCDT,2012,39.081634,60.375373,4.10058129,33.023804,3.458695442,4,2004,2.197224577,0,0,0,0,0,8,2.197224577,1,0.5,1.098612289,0,0,0,1,0,1,0,0,1,1,0.256169055,4.644390899,0.814400746,4.757894737,1134.202529,2,3,3,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.396590024,NA,NA,NA,NA,NA,0.396590024,5,25,4.10058129,17.441659,23.342544,15.10081,3.371870232,4,2004,2.079441542,0,0,0,0,0,8,2.197224577,1,0.5,1.098612289,0,0,0,1,0,1,0,0,1,1,0.263735392,4.634728988,0.826448386,4.684210526,1162
GEF,2008,793.550329,953.272424,6.859900722,564.397481,2.407936843,4,1991,2.890371758,0,0,1,0,0,17,2.890371758,1,0.5,1.445185879,0,0,0,0,0,1,0,0,1,0,0.239286809,5.225746674,0.712324768,3.987096774,1243.857025,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-1.981533405,-1.981533405,1,1,6.859900722,784.7979,1471.663405,1304.132348,2.11383789,4,1991,2.833213344,0,0,1,0,0,17,2.890371758,1,0.5,1.445185879,0,0,0,0,0,1,0,0,1,0,0.253529657,5.225746674,0.687557053,3.896774194,1244.467507
GEF,2010,826.502603,259.799093,5.559908613,142.447084,2.45170292,4,1991,2.995732274,0,0,1,0,0,18,2.944438979,1,0.5,1.47221949,0,0,0,0,0,1,0,0,1,0,0.21660288,5.247024072,0.778201121,3.943396226,1245.580716,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-1.981533405,-1.981533405,3,9,5.559908613,722.142881,355.463849,170.067314,2.521562278,4,1991,2.944438979,0,0,1,0,0,17,2.890371758,1,0.5,1.445185879,0,0,0,0,0,1,0,0,1,0,0.232315466,5.231108617,0.741285754,3.935897436,1258.905929
GEF,2011,849.597474,2805.642009,7.939387672,2551.996623,2.090405471,4,1991,3.044522438,0,0,1,0,0,18,2.944438979,1,0.5,1.47221949,0,0,0,0,0,1,0,0,1,0,0.20478784,5.247024072,0.765248184,4.196202532,1267.202337,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,2,3,2,3,3,3,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.468295354,-1.981533405,-0.756619025,4,16,7.939387672,826.502603,259.799093,142.447084,2.45170292,4,1991,2.995732274,0,0,1,0,0,18,2.944438979,1,0.5,1.47221949,0,0,0,0,0,1,0,0,1,0,0.21660288,5.247024072,0.778201121,3.943396226,1245.580716
GEF,2012,689.438062,340.003319,5.828955379,259.300782,2.237358086,4,1991,3.091042453,0,0,1,0,0,20,3.044522438,1,0.5,1.522261219,0,0,0,0,0,1,0,0,1,0,0.20218841,5.241747015,0.739456443,4.171974522,1228.733459,3,3,3,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.305698534,NA,NA,NA,NA,NA,0.305698534,5,25,5.828955379,849.597474,2805.642009,2551.996623,2.090405471,4,1991,3.044522438,0,0,1,0,0,18,2.944438979,1,0.5,1.47221949,0,0,0,0,0,1,0,0,1,0,0.20478784,5.247024072,0.765248184,4.196202532,1267.202337
GEF,2013,827.451151,800.375372,6.685080833,784.515626,2.019815385,4,1991,3.135494216,0,0,1,0,0,20,3.044522438,1,0.5,1.522261219,0,0,0,0,0,1,0,0,1,0,0.203493202,5.252273428,0.750209105,4.270440252,1281.651058,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,4,4,4,4,3,NA,NA,3,2,3,3,3,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,2.894464428,0.468295354,NA,1.681379891,6,36,6.685080833,689.438062,340.003319,259.300782,2.237358086,4,1991,3.091042453,0,0,1,0,0,20,3.044522438,1,0.5,1.522261219,0,0,0,0,0,1,0,0,1,0,0.20218841,5.241747015,0.739456443,4.171974522,1228.733459
GEF,2016,747.027184,798.196217,6.682354453,751.092358,2.059012882,4,1991,3.258096538,0,0,1,0,0,23,3.17805383,1,0.5,1.589026915,0,0,0,0,0,1,0,0,1,0,0.208734583,5.252273428,0.746199569,4.26875,1255.058388,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3.5,3,3,NA,NA,NA,3.5,3,3,2.5,3,2.5,NA,NA,NA,NA,0.470056287,NA,0.470056287,9,81,6.682354453,1007.653639,821.187352,788.569178,2.039720746,4,1991,3.218875825,0,0,1,0,0,20,3.044522438,1,0.5,1.522261219,0,0,0,0,0,1,0,0,1,0,0.209499945,5.252273428,0.751081862,4.31875,1262.573708
GEF,2018,781.118722,804.610331,6.690358099,742.303413,2.077437383,4,1991,3.33220451,0,0,1,0,0,24,3.218875825,1,0.5,1.609437912,0,0,0,0,0,1,0,0,1,0,0.205692381,5.252273428,0.700353075,4.18125,1272.979535,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3.35,1.08,2.85,3.06,2.28,1.9,1,1.83,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-1.163018913,NA,NA,NA,NA,-1.163018913,11,121,6.690358099,600.27743,738.580823,693.164582,2.061491227,4,1991,3.295836866,0,0,1,0,0,23,3.17805383,1,0.5,1.589026915,0,0,0,0,0,1,0,0,1,0,0.205137451,5.252273428,0.723886658,4.25,1257.370794
GFATM,2010,3474.91,2954.44,7.991064403,2328.97,3.364977339,2,2002,2.197224577,0,0,0,0,1,122,4.812184355,0.96,0.75,3.464772736,0,0,0,0,0,1,0,0,1,1,0.22683109,5.043425117,0.65327786,4.174825175,1468.795228,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.835726478,0.835726478,3,9,7.991064403,4220.17,2865.67,2590.44,3.240787121,2,2002,2.079441542,0,0,0,0,1,122,4.812184355,0.96,0.75,3.464772736,0,0,0,0,0,1,0,0,1,1,0.24170958,5.043425117,0.639290332,4.126760563,1460.900838
GFATM,2011,3036.76,4182.43,8.338647696,4184.87,3.084371955,2,2002,2.302585093,0,0,0,0,1,122,4.812184355,0.96,0.75,3.464772736,0,0,0,0,0,1,0,0,1,1,0.214693361,5.049856007,0.658090376,4.314685315,1522.680055,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4,3,3,3,1,4,4,4,4,3,3,3,3,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,-1.090833189,1.246619479,0.835726478,0.330504256,4,16,8.338647696,3474.91,2954.44,2328.97,3.364977339,2,2002,2.197224577,0,0,0,0,1,122,4.812184355,0.96,0.75,3.464772736,0,0,0,0,0,1,0,0,1,1,0.22683109,5.043425117,0.65327786,4.174825175,1468.795228
GFATM,2012,2107.17,3465.07,8.150488113,3355.91,3.144145076,2,2002,2.397895273,0,0,0,0,1,124,4.828313737,0.96,0.75,3.476385891,0,0,0,0,0,1,0,0,1,1,0.211858465,5.043425117,0.660452953,4.251748252,1460.900838,3,3,2,2,2,3,2,2,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-0.287362685,NA,-0.767539529,NA,NA,NA,-0.527451107,5,25,8.150488113,3036.76,4182.43,4184.87,3.084371955,2,2002,2.302585093,0,0,0,0,1,122,4.812184355,0.96,0.75,3.464772736,0,0,0,0,0,1,0,0,1,1,0.214693361,5.049856007,0.658090376,4.314685315,1522.680055
GFATM,2013,3599,5148,8.546363569,5059,3.083772305,2,2002,2.48490665,0,0,0,0,1,126,4.844187086,0.94,0.75,3.415151896,0,0,0,0,0,1,0,0,1,1,0.213288404,5.049856007,0.698422661,4.409722222,1522.680055,NA,NA,NA,NA,4,NA,NA,NA,NA,5,4.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4,3,3,4,3,4,NA,NA,4,3,3,3,3,3,NA,NA,NA,NA,NA,NA,NA,NA,0.625997635,1.711139412,1.246619479,NA,1.194585509,6,36,8.546363569,2107.17,3465.07,3355.91,3.144145076,2,2002,2.397895273,0,0,0,0,1,124,4.828313737,0.96,0.75,3.476385891,0,0,0,0,0,1,0,0,1,1,0.211858465,5.043425117,0.660452953,4.251748252,1460.900838
GFATM,2015,4987,2206,7.6989362,2189,3.214184758,2,2002,2.63905733,0,0,0,0,1,132,4.890349128,0.98,0.75,3.594406609,0,0,0,0,0,1,0,0,1,1,0.218999657,5.049856007,0.712431668,4.434482759,1488.919668,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4,3,4,3,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.123728317,NA,NA,1.123728317,8,64,7.6989362,2817,3181,3460,3.01996351,2,2002,2.564949357,0,0,0,0,1,130,4.875197323,0.94,0.75,3.437014113,0,0,0,0,0,1,0,0,1,1,0.215537005,5.049856007,0.711964986,4.344827586,1489.785319
GFATM,2016,4250,5258,8.567506005,5194,3.079276966,2,2002,2.708050201,0,0,0,0,1,134,4.905274778,0.98,0.75,3.605376962,0,0,0,0,0,1,0,0,1,1,0.217624789,5.056245805,0.739411528,4.280821918,1470.801828,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4,2.6,3.75,3.4,2.92,2.166666667,2.5,2.166666667,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3.5,3.5,4,NA,NA,NA,4,3,3,2.5,3.5,3.5,NA,1.027706563,NA,NA,1.655663873,NA,1.341685218,9,81,8.567506005,4987,2206,2189,3.214184758,2,2002,2.63905733,0,0,0,0,1,132,4.890349128,0.98,0.75,3.594406609,0,0,0,0,0,1,0,0,1,1,0.218999657,5.049856007,0.712431668,4.434482759,1488.919668
GFATM,2017,3387,4251,8.354909528,4153,3.154617838,2,2002,2.772588722,0,0,0,0,1,140,4.94875989,0.98,0.75,3.637338519,0,0,0,0,0,1,0,0,1,1,0.213761276,5.056245805,0.710010687,4.260273973,1472.510573,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4,3,4,4,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.500812208,NA,NA,1.500812208,10,100,8.354909528,4250,5258,5194,3.079276966,2,2002,2.708050201,0,0,0,0,1,134,4.905274778,0.98,0.75,3.605376962,0,0,0,0,0,1,0,0,1,1,0.217624789,5.056245805,0.739411528,4.280821918,1470.801828
GFDRR,2011,32.131,49.487,3.901710009,49.487,2.137106715,2,2006,1.791759469,0,0,1,1,0,12,2.564949357,1,0.5,1.282474679,0,0,0,0,0,1,0,0,1,0,0.206421028,5.117993812,0.688758826,4.232876712,1307.162483,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,3,3,3,2,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.483146516,NA,0.483146516,4,16,3.901710009,27.305,39.637,39.637,2.170194515,2,2006,1.609437912,0,0,1,1,0,12,2.564949357,1,0.5,1.282474679,0,0,0,0,0,1,0,0,1,0,0.218396927,5.117993812,0.708352967,3.959183673,1307.162483
GFDRR,2012,46.139,95.04,4.554297856,91.944,2.569576541,2,2006,1.945910149,0,0,1,1,0,14,2.708050201,1,0.5,1.354025101,0,0,0,0,0,1,0,0,1,0,0.20378617,5.111987788,0.692760437,4.206896552,1290.199665,2,3,2,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-0.196471194,NA,NA,NA,NA,NA,-0.196471194,5,25,4.554297856,32.131,49.487,49.487,2.137106715,2,2006,1.791759469,0,0,1,1,0,12,2.564949357,1,0.5,1.282474679,0,0,0,0,0,1,0,0,1,0,0.206421028,5.117993812,0.688758826,4.232876712,1307.162483
GFDRR,2013,35.1,50.112975,3.914279957,47.760965,2.44474856,2,2006,2.079441542,0,0,1,1,0,14,2.708050201,1,0.5,1.354025101,0,0,0,0,0,1,0,0,1,0,0.205120378,5.117993812,0.72678292,4.363013699,1307.162483,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,3,3,3,2,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.483146516,NA,0.483146516,6,36,3.914279957,46.139,95.04,91.944,2.569576541,2,2006,1.945910149,0,0,1,1,0,14,2.708050201,1,0.5,1.354025101,0,0,0,0,0,1,0,0,1,0,0.20378617,5.111987788,0.692760437,4.206896552,1290.199665
GFDRR,2016,66.772427,77.665675,4.352413397,76.475192,2.203978016,2,2006,2.397895273,0,0,1,1,0,17,2.890371758,1,0.5,1.445185879,0,0,0,0,0,1,0,0,1,0,0.21081054,5.123963979,0.752557649,4.405405405,1324.3605,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2.5,1.5,2,NA,NA,NA,3,2,2.5,3,3,2,NA,NA,NA,NA,-1.493038304,NA,-1.493038304,9,81,4.352413397,55.342221,99.809868,98.766363,2.267394631,2,2006,2.302585093,0,0,1,1,0,14,2.708050201,1,0.5,1.354025101,0,0,0,0,0,1,0,0,1,0,0.211292014,5.123963979,0.749490198,4.405405405,1324.3605
GPE,2011,112.1,245.9,5.504924949,245.9,3.101667344,3,2002,2.302585093,0,1,0,0,0,14,2.708050201,1,0.5,1.354025101,0,0,0,0,0,1,0,0,1,1,0.203007169,4.127134385,0.631593124,5.403508772,2338.888889,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,2,3,4,2,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.347426764,NA,0.347426764,4,16,5.504924949,503.4,374.5,374.5,3.044058745,3,2002,2.197224577,0,1,0,0,0,14,2.708050201,1,0.5,1.354025101,0,0,0,0,0,1,0,0,1,1,0.215356851,4.094344562,0.605892462,5.285714286,2330.558859
GPE,2012,503.1,469.4,6.151455283,468.4,3.002130379,3,2002,2.397895273,0,1,0,0,0,16,2.833213344,1,0.5,1.416606672,0,0,0,0,0,1,0,0,1,1,0.186436248,4.248495242,0.573986872,4.96875,2616.782007,2,3,3,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.396590024,NA,NA,NA,NA,NA,0.396590024,5,25,6.151455283,112.1,245.9,245.9,3.101667344,3,2002,2.302585093,0,1,0,0,0,14,2.708050201,1,0.5,1.354025101,0,0,0,0,0,1,0,0,1,1,0.203007169,4.127134385,0.631593124,5.403508772,2338.888889
GPE,2013,1031,592,6.383506635,588.2,3.079013275,3,2002,2.48490665,0,1,0,0,0,16,2.833213344,1,0.5,1.416606672,0,0,0,0,0,1,0,0,1,1,0.185298244,4.317488114,0.657415855,4.782608696,2805.404391,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,2,3,4,2,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.347426764,NA,0.347426764,6,36,6.383506635,503.1,469.4,468.4,3.002130379,3,2002,2.397895273,0,1,0,0,0,16,2.833213344,1,0.5,1.416606672,0,0,0,0,0,1,0,0,1,1,0.186436248,4.248495242,0.573986872,4.96875,2616.782007
GPE,2016,596.6,479.8,6.17336935,472.8,3.101941358,3,2002,2.708050201,0,1,0,0,0,23,3.17805383,1,0.5,1.589026915,0,0,0,0,0,1,0,0,1,1,0.526454853,4.382026635,0.79904228,5.013333333,2578.849722,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3.5,2,2,NA,NA,NA,3.5,4,2.5,2.5,2,2,NA,NA,NA,NA,-0.411111806,NA,-0.411111806,9,81,6.17336935,644.9,259.4,256.5,3.030282959,3,2002,2.63905733,0,1,0,0,0,16,2.833213344,1,0.5,1.416606672,0,0,0,0,0,1,0,0,1,1,0.526061228,4.382026635,0.810978895,5.093333333,2578.849722
GPE,2018,376.3,637.6,6.457711127,637.6,3.235414053,3,2002,2.833213344,0,1,0,0,0,24,3.218875825,1,0.5,1.609437912,0,0,0,0,0,1,0,0,1,1,0.520764717,4.406719247,0.744457999,4.934210526,2571.703253,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3.01,2.75,3.36,3.32,2.49,2.33,2,2.17,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-0.022905859,NA,NA,NA,NA,-0.022905859,11,121,6.457711127,401.8,473.6,473.6,3,3,2002,2.772588722,0,1,0,0,0,23,3.17805383,1,0.5,1.589026915,0,0,0,0,0,1,0,0,1,1,0.518802969,4.382026635,0.80151802,5.066666667,2578.849722
IADB,2011,2290,2287,7.734996194,190,3.416921732,2.5,1958,3.988984047,1,0,0,0,0,33,3.526360525,1,1,3.526360525,0,0,1,1,1,1,0,0,1,0,0.358648747,3.784189634,0.988508751,7.853658537,3531.638724,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5.145,4.71,4.72,4.165,4.035,4.82,4.515,4.415,4.18,4.605,4.03,4.035,3,3,3,3,3,3,NA,NA,3,3,3,1,2,3,NA,NA,NA,NA,NA,NA,NA,0.530363206,NA,-0.388764421,-0.648653362,NA,-0.169018193,4,16,7.734996194,2163,3741,296,3.420876771,2.5,1958,3.970291914,1,0,0,0,0,33,3.526360525,1,1,3.526360525,0,0,1,1,1,1,0,0,1,0,0.363286911,3.80666249,0.832216883,7.857142857,3626.033058
IADB,2012,1499,2931,7.983098941,462,3.342374616,2.5,1958,4.007333185,1,0,0,0,0,35,3.583518938,1,1,3.583518938,0,0,1,1,1,1,0,0,1,0,0.349350893,3.80666249,0.957920357,7.857142857,3626.033058,3,2,3,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.700149217,NA,NA,NA,NA,NA,0.700149217,5,25,7.983098941,2290,2287,190,3.416921732,2.5,1958,3.988984047,1,0,0,0,0,33,3.526360525,1,1,3.526360525,0,0,1,1,1,1,0,0,1,0,0.358648747,3.784189634,0.988508751,7.853658537,3531.638724
IADB,2013,1627,3358,8.119100838,371,3.38951757,2.5,1958,4.025351691,1,0,0,0,0,36,3.610917913,1,1,3.610917913,0,0,1,1,1,1,0,0,1,0,0.351824614,3.80666249,1.010424669,8.047619048,3626.033058,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,3,2,3,3,3,NA,NA,3,3,3,1,2,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,-0.909058186,-0.648653362,NA,-0.778855774,6,36,8.119100838,1499,2931,462,3.342374616,2.5,1958,4.007333185,1,0,0,0,0,35,3.583518938,1,1,3.583518938,0,0,1,1,1,1,0,0,1,0,0.349350893,3.80666249,0.957920357,7.857142857,3626.033058
