IN,year,expenditures,income,income_log,contributions,dfpa,djpa,founded,age_log,development,education,environment,humanitarian,health,numpart,numpart_log,depth,breadth,partnerships,agreements,monitoring,capacity,design,implementation,financial,un_system,wb_group,scope,ppp,gdp_ratio,memnum_log,idealpoint,pol_avg,geo_hhi,aus_results,aus_multi,aus_strategic,aus_cost,aus_pi,den_eff,den_innov,den_risk,den_comp,den_reform,den_1_pi,den_fin,den_cont,den_2_pi,mop_off,mop_scci,mop_ra,mop_cets,mop_rf,mop_ar,mop_rde,mop_sr,mop_1_pi,mop_pdr,mop_ctfr,mop_cpfr,mop_rad,mop_lamp,mop_fa,mop_upi,mop_mhr,mop_pop,mop_exr,mop_ppi,mop_dll,mop_2_pi,net_strategy,net_governance,net_hrm,net_financial,net_results,net_focus,net_1_pi,net_2_pi,swe_internal,swe_external,swe_pi,uk_critint,uk_results,uk_cost,uk_poor,uk_strategic,uk_financial,uk_1_pi,uk_comp,uk_geo,uk_hr,uk_risk,uk_fraud,uk_efficiency,uk_2_pi,mop_pi,den_pi,net_pi,uk_pi,avg_pi,time_trend,time_trend2,income_log
ILO,2015,757.8,713.6,6.570322581,647.3,1.232895289,1.5,1919,4.574710979,0,0,0,0,0,19,2.995732274,0.631578947,0.5,0.946020718,1,1,1,0,0,0,1,0,2,0,0.209539782,5.209486153,0.733447032,4.382165605,1356.889783,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4,3,3,3,3,NA,NA,0.272830831,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.272830831,NA,0.272830831,8,64,6.570322581
ILO,2016,674.9,655,6.484635236,603.5,1.218062574,1.5,1919,4.584967479,0,0,0,0,0,19,2.995732274,0.631578947,0.5,0.946020718,1,1,1,0,0,0,1,0,2,0,0.209026576,5.214935758,0.735437237,4.331210191,1342.633506,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3.12,2.5,2.56,2.95,2.73,2.333333333,1.5,2.166666667,-0.533398708,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-0.533398708,NA,NA,NA,-0.533398708,9,81,6.484635236
ILO,2017,736,706.8,6.56074774,606.8,1.342928026,1.5,1919,4.59511985,0,0,0,0,0,19,2.995732274,0.631578947,0.5,0.946020718,1,1,1,0,0,0,1,0,2,0,0.205189096,5.214935758,0.716813546,4.312101911,1342.633506,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4,3,3,3,3,NA,NA,0.272830831,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.272830831,NA,0.272830831,10,100,6.56074774
IMF,2011,4324.698587,41807.42588,10.64082926,32559.21852,3.596209681,3.5,1945,4.204692619,1,0,0,0,0,24,3.218875825,1,0.75,2.414156869,1,0,1,1,1,1,1,0,1,0,0.20540276,5.209486153,0.706661651,4.333333333,1273.829062,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,3,3,4,3,3,0.296258396,0.129989273,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.426247668,NA,0.426247668,4,16,10.64082926
IMF,2012,1935.40595,2281.724,7.732686577,1058.34775,3.911163116,3.5,1945,4.219507705,1,0,0,0,0,24,3.218875825,1,0.75,2.414156869,1,0,1,1,1,1,1,0,1,0,0.202839939,5.209486153,0.710108326,4.254901961,1273.829062,2,3,3,2,-0.19837457,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-0.19837457,5,25,7.732686577
IMF,2013,1844.73227,6809.38879,8.826057643,1246.42044,4.191955607,3.5,1945,4.234106505,1,0,0,0,0,27,3.33220451,1,0.75,2.499153383,1,0,1,1,1,1,1,0,1,0,0.204179419,5.214935758,0.725371536,4.409090909,1288.661403,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,3,3,3,3,4,0.264915324,-0.247094619,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.017820705,NA,0.017820705,6,36,8.826057643
IMF,2015,2494.260554,5163.152061,8.549302537,375.6941618,4.302235503,3.5,1945,4.262679877,1,0,0,0,0,27,3.33220451,1,0.75,2.499153383,1,0,1,1,1,1,1,0,1,0,0.210607652,5.209486153,0.744419557,4.438709677,1273.829062,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4,3,3,3,4,NA,NA,0.846415246,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.846415246,NA,0.846415246,8,64,8.549302537
IMF,2017,1907.04621,4741.16941,8.464039095,3307.81489,3.677320882,3.5,1945,4.290459441,1,0,0,0,0,30,3.433987204,1,0.75,2.575490403,1,0,1,1,1,1,1,0,1,0,0.206314177,5.214935758,0.719611519,4.419354839,1262.444992,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4,4,3,4,4,NA,NA,1.649625463,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.649625463,NA,1.649625463,10,100,8.464039095
IOM,2011,1311.102095,1322.793591,7.187501136,1269.351005,3.296681333,5,1951,4.110873864,0,0,0,0,0,60,4.110873864,0.833333333,0.5,1.71286411,1,0,1,1,1,0,0,0,1,0,0.301961418,4.983606622,0.76482858,5.507692308,1533.625069,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,3,3,1,2,2,-1.374950497,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-1.374950497,-1.374950497,4,16,7.187501136
IOM,2012,1230.643863,1252.314698,7.132748876,1166.89721,3.294541426,5,1951,4.127134385,0,0,0,0,0,60,4.110873864,0.833333333,0.5,1.71286411,1,0,1,1,1,0,0,0,1,0,0.301360467,4.997212274,0.693556679,5.442748092,1500.694307,2,2,3,3,0.196076113,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.196076113,5,25,7.132748876
IOM,2013,1250.153148,1243.856475,7.125971893,1163.044049,3.30389084,5,1951,4.143134726,0,0,0,0,0,63,4.158883083,0.793650794,0.5,1.65035043,1,0,1,1,1,0,0,0,1,0,0.302991566,5.043425117,0.758290301,5.419117647,1481.464799,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,3,3,1,2,2,-1.374950497,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-1.374950497,-1.374950497,6,36,7.125971893
IOM,2016,1602.307417,1616.467745,7.387998643,1508.700979,3.361268919,5,1951,4.189654742,0,0,0,0,0,62,4.143134726,0.806451613,0.5,1.670618841,1,0,1,1,1,0,0,0,1,0,0.23718613,5.111987788,0.742796164,5.255319149,1417.96875,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3.5,2.5,2.5,NA,NA,NA,NA,3,3,2.5,2.5,2,2,-0.664759018,NA,NA,NA,-0.664759018,-0.664759018,9,81,7.387998643
IOM,2017,1606.411977,1675.387139,7.423799545,1608.382506,3.355378208,5,1951,4.204692619,0,0,0,0,0,62,4.143134726,0.806451613,0.5,1.670618841,1,0,1,1,1,0,0,0,1,0,0.233306605,5.123963979,0.742775955,5.147887324,1428.898034,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,3,3,3,3,NA,NA,-0.247094619,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-0.247094619,NA,-0.247094619,10,100,7.423799545
IOM,2018,1877.225797,1862.732226,7.529799628,1849.790633,3.398621061,5,1951,4.219507705,0,0,0,0,0,60,4.110873864,0.833333333,0.5,1.71286411,1,0,1,1,1,0,0,0,1,0,0.233977548,5.147494477,0.700874542,4.861111111,1395.703295,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.76,2.6,2.26,2.82,1.83,3.5,2,2.83,-1.482860896,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-1.482860896,NA,NA,NA,-1.482860896,11,121,7.529799628
ITC,2013,77.79,79.3215,4.373509214,78.143,4.109017963,1,1964,3.912023005,1,0,0,0,0,52,3.970291914,0.903846154,0.75,2.691399807,0,0,1,0,0,0,1,0,1,0,0.203514919,5.247024072,0.753945283,4.299363057,1267.202337,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,3,3,3,3,4,0.264915324,-0.247094619,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.017820705,NA,0.017820705,6,36,4.373509214
ITC,2015,102.654,70.627,4.257412508,68.964,4.228000734,1,1964,3.951243719,1,0,0,0,0,53,3.988984047,0.886792453,0.75,2.65305071,0,0,1,0,0,0,1,0,1,0,0.2095233,5.247024072,0.756158725,4.348101266,1248.502557,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,3,3,3,3,NA,NA,-0.247094619,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-0.247094619,NA,-0.247094619,8,64,4.257412508
ITC,2017,88.21,127.125,4.845170854,125.429,4.220908828,1,1964,3.988984047,1,0,0,0,0,53,3.988984047,0.85,0.75,2.54297733,0,0,1,0,0,0,1,0,1,0,0.205161662,5.247024072,0.720828238,4.278481013,1243.243243,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4,3,4,3,4,NA,NA,1.123728317,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.123728317,NA,1.123728317,10,100,4.845170854
LDCF,2012,36.399367,182.774049,5.208250685,181.774049,3.005471236,4,2001,2.48490665,0,0,1,0,0,22,3.135494216,1,0.5,1.567747108,0,0,0,0,0,1,0,0,2,0,0.202465388,5.220355825,0.751543537,4.180645161,1197.530864,3,2,3,2,0.105184623,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.105184623,5,25,5.208250685
MLF,2012,124.491,131.706,4.880572166,129.008,3.02048502,2.25,1991,3.091042453,0,0,1,0,0,6,1.945910149,1,0.25,0.486477537,0,0,0,0,0,1,0,0,1,0,0.206829415,5.231108617,0.738018654,4.071428571,1237.122637,3,3,3,3,0.900663128,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.900663128,5,25,4.880572166
OCHA,2008,190.095705,187.284561,5.232629177,160.431195,3.220322705,3,1996,2.564949357,0,0,0,1,0,28,3.36729583,0.928571429,0.5,1.56338735,0,0,1,0,1,0,1,0,1,0,0.237127753,5.247024072,0.710975817,3.878980892,1240.905771,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4,5,1.477268669,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.477268669,1,1,5.232629177
OCHA,2010,224.307635,227.289606,5.426225002,200.484265,3.21746977,3,1996,2.708050201,0,0,0,1,0,28,3.36729583,0.928571429,0.5,1.56338735,0,0,1,0,1,0,1,0,1,0,0.216628484,5.247024072,0.778638855,3.917721519,1245.580716,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4,5,1.477268669,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.477268669,3,9,5.426225002
OCHA,2011,245.524748,238.977435,5.476369133,226.78178,3.127855656,3,1996,2.772588722,0,0,0,1,0,27,3.33220451,0.962962963,0.5,1.604394764,0,0,1,0,1,0,1,0,1,0,0.204811199,5.247024072,0.76547736,4.171974522,1267.202337,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4,5,1.477268669,4,2,2,4,2,2,0.374705661,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.374705661,0.925987165,4,16,5.476369133
OCHA,2012,272.247356,270.902217,5.601757933,243.984873,3.203073287,3,1996,2.833213344,0,0,0,1,0,29,3.401197382,0.896551724,0.5,1.524674688,0,0,1,0,1,0,1,0,1,0,0.202209773,5.241747015,0.740777439,4.147435897,1228.733459,3,2,3,3,0.700149217,1,3,3,2,3,-1.031957508,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-1.031957508,NA,NA,-0.165904145,5,25,5.601757933
OCHA,2013,288.158138,255.664679,5.543866738,248.202684,3.115067367,3,1996,2.890371758,0,0,0,1,0,30,3.433987204,0.866666667,0.5,1.488061122,0,0,1,0,1,0,1,0,1,0,0.203514919,5.247024072,0.753945283,4.299363057,1267.202337,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,3,2,3,3,3,-0.384650497,-0.524407689,NA,NA,NA,4,2,2,4,2,2,0.374705661,NA,NA,NA,NA,NA,NA,NA,NA,NA,-0.909058186,0.374705661,-0.267176263,6,36,5.543866738
OCHA,2015,325.768567,255.091172,5.541621019,255.091172,3.059355233,3,1996,2.995732274,0,0,0,1,0,30,3.433987204,0.866666667,0.5,1.488061122,0,0,1,0,1,0,1,0,1,0,0.2095233,5.247024072,0.756158725,4.348101266,1248.502557,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,3,3,3,2,NA,NA,-0.820679034,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-0.820679034,NA,-0.820679034,8,64,5.541621019
OCHA,2016,301.834288,324.634788,5.782700821,280.699228,3.211973635,3,1996,3.044522438,0,0,0,1,0,30,3.433987204,0.866666667,0.5,1.488061122,0,0,1,0,1,0,1,0,1,0,0.208758706,5.247024072,0.746557704,4.297468354,1240.905771,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.98,1.61,1.96,2.92,1.44,2.5,1.5,1.833333333,-2.345910024,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3.5,2.5,2,NA,NA,NA,NA,3,2.5,2,2.5,2.5,2,-1.031758171,-2.345910024,NA,NA,-1.031758171,-1.688834098,9,81,5.782700821
OCHA,2017,306.118954,402.316964,5.997240246,290.827866,3.339635764,3,1996,3.091042453,0,0,0,1,0,30,3.433987204,0.866666667,0.5,1.488061122,0,0,1,0,1,0,1,0,1,0,0.205161662,5.247024072,0.720828238,4.278481013,1243.243243,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,3,2,3,2,NA,NA,-1.097992104,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-1.097992104,NA,-1.097992104,10,100,5.997240246
OHCHR,2011,212.637036,190.576699,5.250054733,187.941046,3.077911167,2,1994,2.890371758,0,0,0,0,0,14,2.708050201,1,0.5,1.354025101,1,1,1,0,0,0,1,0,1,0,0.204811199,5.247024072,0.76547736,4.171974522,1267.202337,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,2,2,2.2,2,2,-1.045415014,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-1.045415014,-1.045415014,4,16,5.250054733
OHCHR,2012,224.700266,207.834219,5.336740738,193.160364,3.125344852,2,1994,2.944438979,0,0,0,0,0,14,2.708050201,1,0.5,1.354025101,1,1,1,0,0,0,1,0,1,0,0.202209773,5.241747015,0.740777439,4.147435897,1228.733459,2,3,2,2,-0.791435789,1,2,2,2,2,-1.839010272,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-1.839010272,NA,NA,-1.31522303,5,25,5.336740738
OHCHR,2013,220.05336,217.500871,5.382202855,216.534342,3.096635853,2,1994,2.995732274,0,0,0,0,0,14,2.708050201,1,0.5,1.354025101,1,1,1,0,0,0,1,0,1,0,0.203514919,5.247024072,0.753945283,4.299363057,1267.202337,NA,NA,NA,NA,NA,3.5,NA,NA,NA,NA,NA,5,4.5,0.576190027,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,3,4,2,4,4,0.489863662,0.226718976,NA,NA,NA,3,2,2,2.2,2,2,-1.045415014,NA,NA,NA,NA,NA,NA,NA,NA,0.576190027,0.716582637,-1.045415014,0.08245255,6,36,5.382202855
OHCHR,2015,232.477227,234.103839,5.455764773,233.452596,3.088831329,2,1994,3.091042453,0,0,0,0,0,17,2.890371758,1,0.5,1.445185879,1,1,1,0,0,0,1,0,1,0,0.2095233,5.247024072,0.756158725,4.348101266,1248.502557,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,3,3,3,3,NA,NA,-0.247094619,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-0.247094619,NA,-0.247094619,8,64,5.455764773
OHCHR,2016,223.341385,238.384438,5.473884656,234.688431,3.091589694,2,1994,3.135494216,0,0,0,0,0,17,2.890371758,1,0.5,1.445185879,1,1,1,0,0,0,1,0,1,0,0.208758706,5.247024072,0.746557704,4.297468354,1240.905771,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,2.5,2.5,NA,NA,NA,NA,3,2.5,2,2,1.5,3,-1.133701851,NA,NA,NA,-1.133701851,-1.133701851,9,81,5.473884656
OHCHR,2017,246.661643,255.820509,5.544476062,253.177254,3.074774173,2,1994,3.17805383,0,0,0,0,0,17,2.890371758,1,0.5,1.445185879,1,1,1,0,0,0,1,0,1,0,0.205161662,5.247024072,0.720828238,4.278481013,1243.243243,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,3,3,3,3,NA,NA,-0.247094619,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-0.247094619,NA,-0.247094619,10,100,5.544476062
OHCHR,2018,274.123127,315.269111,5.753426595,314.430721,3.100035189,2,1994,3.218875825,0,0,0,0,0,17,2.890371758,1,0.5,1.445185879,1,1,1,0,0,0,1,0,1,0,0.205717502,5.247024072,0.70190774,4.208860759,1259.021183,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3.14,2.17,2.67,2.83,3.46,2.5,2,2.5,0.002855965,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.002855965,NA,NA,NA,0.002855965,11,121,5.753426595
PBF,2011,82.939,59.462,4.085337453,58.091,4.023056742,2.75,2006,1.791759469,0,0,0,0,0,9,2.302585093,1,0.5,1.151292546,0,0,0,0,0,1,1,0,1,0,0.204811199,5.247024072,0.76547736,4.171974522,1267.202337,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,2,2,4,3,3,0.659973404,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.659973404,0.659973404,4,16,4.085337453
PBF,2012,42.493348,81.323028,4.398429224,80.52965,4.009755884,2.75,2006,1.945910149,0,0,0,0,0,11,2.48490665,1,0.5,1.242453325,0,0,0,0,0,1,1,0,1,0,0.202209773,5.241747015,0.740777439,4.147435897,1228.733459,3,3,2,2,-0.287362685,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-0.287362685,5,25,4.398429224
PBF,2013,77.992717,41.230042,3.719167165,40.830009,4.009702464,2.75,2006,2.079441542,0,0,0,0,0,11,2.48490665,1,0.5,1.242453325,0,0,0,0,0,1,1,0,1,0,0.203514919,5.247024072,0.753945283,4.299363057,1267.202337,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,2,2,4,3,3,0.659973404,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.659973404,0.659973404,6,36,3.719167165
PBF,2016,54.629347,58.679596,4.072092068,57.760692,4.015659685,2.75,2006,2.397895273,0,0,0,0,0,12,2.564949357,1,0.5,1.282474679,0,0,0,0,0,1,1,0,1,0,0.208758706,5.247024072,0.746557704,4.297468354,1240.905771,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,3,2.5,NA,NA,NA,NA,3,3.5,2.5,2.5,2.5,2.5,-0.163870917,NA,NA,NA,-0.163870917,-0.163870917,9,81,4.072092068
PIDG,2011,274.294855,92.738625,4.529785052,92.665743,4.005169772,2,2002,2.302585093,0,0,0,0,0,7,2.079441542,1,0.5,1.039720771,0,0,0,1,0,1,0,0,2,0,0.60415294,2.079441542,0.077801934,10,4062.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,4,4,4,4,4,2.848832391,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2.848832391,2.848832391,4,16,4.529785052
